country,continent,year,lifeExp,pop,gdpPercap,gdp,score,status,pol_rights,civ_rights
Colombia,Americas,1992,68.421,34202721,5444.648617,186221797590.28687,66,Partly Free,29,37
Colombia,Americas,1997,70.313,37657830,6117.361746,230366568679.37115,66,Partly Free,29,37
Colombia,Americas,2002,71.682,41008227,5755.259962,236013006965.70737,66,Partly Free,29,37
Colombia,Americas,2007,72.889,44227550,7006.580419,309883885810.34344,66,Partly Free,29,37
Comoros,Africa,1952,40.715,153936,1102.990936,169790012.724096,44,Partly Free,18,26
Comoros,Africa,1957,42.46,170928,1211.148548,207019199.01254398,44,Partly Free,18,26
Comoros,Africa,1962,44.467,191689,1406.648278,269639001.76154196,44,Partly Free,18,26
Comoros,Africa,1967,46.472,217378,1876.029643,407807571.736054,44,Partly Free,18,26
Comoros,Africa,1972,48.944,250027,1937.577675,484446733.347225,44,Partly Free,18,26
Comoros,Africa,1977,50.939,304739,1172.603047,357337879.939733,44,Partly Free,18,26
Comoros,Africa,1982,52.933,348643,1267.100083,441765574.237369,44,Partly Free,18,26
Comoros,Africa,1987,54.926,395114,1315.980812,519962442.552568,44,Partly Free,18,26
Comoros,Africa,1992,57.939,454429,1246.90737,566630869.24173,44,Partly Free,18,26
Comoros,Africa,1997,60.66,527982,1173.618235,619649302.95177,44,Partly Free,18,26
Comoros,Africa,2002,62.974,614382,1075.811558,660959256.627156,44,Partly Free,18,26
Comoros,Africa,2007,65.152,710960,986.1478792,701111696.196032,44,Partly Free,18,26
"Congo, Dem. Rep.",Africa,1952,39.143,14100005,780.5423257,11005650695.081629,NA,NA,NA,NA
"Congo, Dem. Rep.",Africa,1957,40.652,15577932,905.8602303,14111429069.11774,NA,NA,NA,NA
"Congo, Dem. Rep.",Africa,1962,42.122,17486434,896.3146335,15673346681.93194,NA,NA,NA,NA
"Congo, Dem. Rep.",Africa,1967,44.056,19941073,861.5932424,17181093743.005096,NA,NA,NA,NA
"Congo, Dem. Rep.",Africa,1972,45.989,23007669,904.8960685,20819549223.449326,NA,NA,NA,NA
"Congo, Dem. Rep.",Africa,1977,47.804,26480870,795.757282,21072345136.19534,NA,NA,NA,NA
"Congo, Dem. Rep.",Africa,1982,47.784,30646495,673.7478181,20648009138.66256,NA,NA,NA,NA
"Congo, Dem. Rep.",Africa,1987,47.412,35481645,672.774812,23871157044.32574,NA,NA,NA,NA
"Congo, Dem. Rep.",Africa,1992,45.548,41672143,457.7191807,19074139151.97324,NA,NA,NA,NA
"Congo, Dem. Rep.",Africa,1997,42.587,47798986,312.188423,14922290060.339079,NA,NA,NA,NA
"Congo, Dem. Rep.",Africa,2002,44.966,55379852,241.1658765,13355730548.020277,NA,NA,NA,NA
"Congo, Dem. Rep.",Africa,2007,46.462,64606759,277.5518587,17931726045.032955,NA,NA,NA,NA
"Congo, Rep.",Africa,1952,42.111,854885,2125.621418,1817161865.9269302,NA,NA,NA,NA
"Congo, Rep.",Africa,1957,45.053,940458,2315.056572,2177213473.589976,NA,NA,NA,NA
"Congo, Rep.",Africa,1962,48.435,1047924,2464.783157,2582905425.016068,NA,NA,NA,NA
"Congo, Rep.",Africa,1967,52.04,1179760,2677.939642,3159326072.04592,NA,NA,NA,NA
"Congo, Rep.",Africa,1972,54.907,1340458,3213.152683,4307096219.148814,NA,NA,NA,NA
"Congo, Rep.",Africa,1977,55.625,1536769,3259.178978,5008605218.842082,NA,NA,NA,NA
"Congo, Rep.",Africa,1982,56.695,1774735,4879.507522,8659832782.05667,NA,NA,NA,NA
"Congo, Rep.",Africa,1987,57.47,2064095,4201.194937,8671665463.487015,NA,NA,NA,NA
"Congo, Rep.",Africa,1992,56.433,2409073,4016.239529,9675414210.846617,NA,NA,NA,NA
"Congo, Rep.",Africa,1997,52.962,2800947,3484.164376,9758959756.464073,NA,NA,NA,NA
"Congo, Rep.",Africa,2002,52.97,3328795,3484.06197,11597728065.426151,NA,NA,NA,NA
"Congo, Rep.",Africa,2007,55.322,3800610,3632.557798,13805935492.65678,NA,NA,NA,NA
Costa Rica,Americas,1952,57.206,926317,2627.009471,2433443532.148307,91,Free,38,53
Costa Rica,Americas,1957,60.026,1112300,2990.010802,3325789015.0646,91,Free,38,53
Costa Rica,Americas,1962,62.842,1345187,3460.937025,4655607493.848675,91,Free,38,53
Costa Rica,Americas,1967,65.424,1588717,4161.727834,6611807759.248979,91,Free,38,53
Costa Rica,Americas,1972,67.849,1834796,5118.146939,9390755531.089445,91,Free,38,53
Costa Rica,Americas,1977,70.75,2108457,5926.876967,12496565229.209919,91,Free,38,53
Costa Rica,Americas,1982,73.45,2424367,5262.734751,12758800460.077618,91,Free,38,53
Costa Rica,Americas,1987,74.752,2799811,5629.915318,15762698836.4049,91,Free,38,53
Costa Rica,Americas,1992,75.713,3173216,6160.416317,19548331623.765472,91,Free,38,53
Costa Rica,Americas,1997,77.26,3518107,6677.045314,23490559858.5006,91,Free,38,53
Costa Rica,Americas,2002,78.123,3834934,7723.447195,29618910245.310127,91,Free,38,53
Costa Rica,Americas,2007,78.782,4133884,9645.06142,39871565083.15528,91,Free,38,53
Cote d'Ivoire,Africa,1952,40.477,2977019,1388.594732,4133872900.463908,NA,NA,NA,NA
Cote d'Ivoire,Africa,1957,42.469,3300000,1500.895925,4952956552.5,NA,NA,NA,NA
Cote d'Ivoire,Africa,1962,44.93,3832408,1728.869428,6625733026.822624,NA,NA,NA,NA
Cote d'Ivoire,Africa,1967,47.35,4744870,2052.050473,9736712727.82351,NA,NA,NA,NA
Cote d'Ivoire,Africa,1972,49.801,6071696,2378.201111,14439714172.854256,NA,NA,NA,NA
Cote d'Ivoire,Africa,1977,52.374,7459574,2517.736547,18781242084.85098,NA,NA,NA,NA
Cote d'Ivoire,Africa,1982,53.983,9025951,2602.710169,23491934452.59572,NA,NA,NA,NA
Cote d'Ivoire,Africa,1987,54.655,10761098,2156.956069,23211215640.203762,NA,NA,NA,NA
Cote d'Ivoire,Africa,1992,52.044,12772596,1648.073791,21050180710.631435,NA,NA,NA,NA
Cote d'Ivoire,Africa,1997,47.991,14625967,1786.265407,26125858896.02357,NA,NA,NA,NA
Cote d'Ivoire,Africa,2002,46.832,16252726,1648.800823,26797508004.7935,NA,NA,NA,NA
Cote d'Ivoire,Africa,2007,48.328,18013409,1544.750112,27826215570.25181,NA,NA,NA,NA
Croatia,Europe,1952,61.21,3882229,3119.23652,12109590475.80308,85,Free,36,49
Croatia,Europe,1957,64.77,3991242,4338.231617,17314932235.498314,85,Free,36,49
Croatia,Europe,1962,67.13,4076557,5477.890018,22330930898.108025,85,Free,36,49
Croatia,Europe,1967,68.5,4174366,6960.297861,29054830740.831127,85,Free,36,49
Croatia,Europe,1972,69.61,4225310,9164.090127,38721121654.514366,85,Free,36,49
Croatia,Europe,1977,70.64,4318673,11305.38517,48824261688.27941,85,Free,36,49
Croatia,Europe,1982,70.46,4413368,13221.82184,58352765410.357124,85,Free,36,49
Croatia,Europe,1987,71.52,4484310,13822.58394,61984751387.9814,85,Free,36,49
Croatia,Europe,1992,72.527,4494013,8447.794873,37964499980.59535,85,Free,36,49
Croatia,Europe,1997,73.68,4444595,9875.604515,43893062449.34643,85,Free,36,49
Croatia,Europe,2002,74.876,4481020,11628.38895,52107043452.729004,85,Free,36,49
Croatia,Europe,2007,75.748,4493312,14619.22272,65688728878.44864,85,Free,36,49
Cuba,Americas,1952,59.421,6007797,5586.53878,33562790922.86766,14,Not Free,1,13
Cuba,Americas,1957,62.325,6640752,6092.174359,40456619058.87797,14,Not Free,1,13
Cuba,Americas,1962,65.246,7254373,5180.75591,37583135793.09443,14,Not Free,1,13
Cuba,Americas,1967,68.29,8139332,5690.268015,46314980543.06598,14,Not Free,1,13
Cuba,Americas,1972,70.723,8831348,5305.445256,46854233350.68509,14,Not Free,1,13
Cuba,Americas,1977,72.649,9537988,6380.494966,60857084419.76841,14,Not Free,1,13
Cuba,Americas,1982,73.717,9789224,7316.918107,71626950339.07898,14,Not Free,1,13
Cuba,Americas,1987,74.174,10239839,7532.924763,77135936772.23315,14,Not Free,1,13
Cuba,Americas,1992,74.414,10723260,5592.843963,59973519954.67938,14,Not Free,1,13
Cuba,Americas,1997,76.151,10983007,5431.990415,59659588751.87791,14,Not Free,1,13
Cuba,Americas,2002,77.158,11226999,6340.646683,71186433969.39432,14,Not Free,1,13
Cuba,Americas,2007,78.273,11416987,8948.102923,102160374746.55301,14,Not Free,1,13
Czech Republic,Europe,1952,66.87,9125183,6876.14025,62746038114.91576,91,Free,36,55
Czech Republic,Europe,1957,69.03,9513758,8256.343918,78548858000.62386,91,Free,36,55
Czech Republic,Europe,1962,69.9,9620282,10136.86713,97519520387.13066,91,Free,36,55
Czech Republic,Europe,1967,70.38,9835109,11399.44489,112114783032.64302,91,Free,36,55
Czech Republic,Europe,1972,70.29,9862158,13108.4536,129277640538.8688,91,Free,36,55
Czech Republic,Europe,1977,70.71,10161915,14800.16062,150397974206.7873,91,Free,36,55
Czech Republic,Europe,1982,70.96,10303704,15377.22855,158442411319.5492,91,Free,36,55
Czech Republic,Europe,1987,71.58,10311597,16310.4434,168186719232.1098,91,Free,36,55
Czech Republic,Europe,1992,72.4,10315702,14297.02122,147483810393.19644,91,Free,36,55
Czech Republic,Europe,1997,74.01,10300707,16048.51424,165311042971.5677,91,Free,36,55
Czech Republic,Europe,2002,75.51,10256295,17596.21022,180471922898.3349,91,Free,36,55
Czech Republic,Europe,2007,76.486,10228744,22833.30851,233556067421.81143,91,Free,36,55
Denmark,Europe,1952,70.78,4334000,9692.385245,42006797651.829994,97,Free,40,57
Denmark,Europe,1957,71.81,4487831,11099.65935,49813395320.36985,97,Free,40,57
Denmark,Europe,1962,72.35,4646899,13583.31351,63120285966.30549,97,Free,40,57
Denmark,Europe,1967,72.96,4838800,15937.21123,77116977699.724,97,Free,40,57
Denmark,Europe,1972,73.47,4991596,18866.20721,94172484444.60716,97,Free,40,57
Denmark,Europe,1977,74.69,5088419,20422.9015,103920280027.7285,97,Free,40,57
Denmark,Europe,1982,74.63,5117810,21688.04048,110995270448.94879,97,Free,40,57
Denmark,Europe,1987,74.8,5127024,25116.17581,128771236166.08945,97,Free,40,57
Denmark,Europe,1992,75.33,5171393,26406.73985,136559629613.11105,97,Free,40,57
Denmark,Europe,1997,76.11,5283663,29804.34567,157476118455.7892,97,Free,40,57
Denmark,Europe,2002,77.18,5374693,32166.50006,172885062706.98157,97,Free,40,57
Denmark,Europe,2007,78.332,5468120,35278.41874,192906627080.56882,97,Free,40,57
Djibouti,Africa,1952,34.812,63149,2669.529475,168578116.816775,24,Not Free,5,19
Djibouti,Africa,1957,37.328,71851,2864.969076,205850893.079676,24,Not Free,5,19
Djibouti,Africa,1962,39.693,89898,3020.989263,271580892.765174,24,Not Free,5,19
Djibouti,Africa,1967,42.074,127617,3020.050513,385409786.31752104,24,Not Free,5,19
Djibouti,Africa,1972,44.366,178848,3694.212352,660702490.730496,24,Not Free,5,19
Djibouti,Africa,1977,46.519,228694,3081.761022,704780255.1652681,24,Not Free,5,19
Djibouti,Africa,1982,48.812,305991,2879.468067,881091313.2893969,24,Not Free,5,19
Djibouti,Africa,1987,50.04,311025,2880.102568,895783901.2121999,24,Not Free,5,19
Djibouti,Africa,1992,51.604,384156,2377.156192,913198814.093952,24,Not Free,5,19
Djibouti,Africa,1997,53.157,417908,1895.016984,791942757.749472,24,Not Free,5,19
Djibouti,Africa,2002,53.373,447416,1908.260867,853786444.069672,24,Not Free,5,19
Djibouti,Africa,2007,54.791,496374,2082.481567,1033689705.3380579,24,Not Free,5,19
Dominican Republic,Americas,1952,45.928,2491346,1397.717137,3482196998.3964024,67,Partly Free,26,41
Dominican Republic,Americas,1957,49.828,2923186,1544.402995,4514577213.34207,67,Partly Free,26,41
Dominican Republic,Americas,1962,53.459,3453434,1662.137359,5740081668.240807,67,Partly Free,26,41
Dominican Republic,Americas,1967,56.751,4049146,1653.723003,6696165882.705439,67,Partly Free,26,41
Dominican Republic,Americas,1972,59.631,4671329,2189.874499,10229624253.539171,67,Partly Free,26,41
Dominican Republic,Americas,1977,61.788,5302800,2681.9889,14222050738.919998,67,Partly Free,26,41
Dominican Republic,Americas,1982,63.727,5968349,2861.092386,17075997880.890713,67,Partly Free,26,41
Dominican Republic,Americas,1987,66.046,6655297,2899.842175,19299310927.750977,67,Partly Free,26,41
Dominican Republic,Americas,1992,68.457,7351181,3044.214214,22378569689.886734,67,Partly Free,26,41
Dominican Republic,Americas,1997,69.957,7992357,3614.101285,28885187703.878746,67,Partly Free,26,41
Dominican Republic,Americas,2002,70.847,8650322,4563.808154,39478410078.32559,67,Partly Free,26,41
Dominican Republic,Americas,2007,72.235,9319622,6025.374752,56154215096.98374,67,Partly Free,26,41
Ecuador,Americas,1952,48.357,3548753,3522.110717,12499100973.285902,65,Partly Free,27,38
Ecuador,Americas,1957,51.356,4058385,3780.546651,15342913820.218636,65,Partly Free,27,38
Ecuador,Americas,1962,54.64,4681707,4086.114078,19129988881.771145,65,Partly Free,27,38
Ecuador,Americas,1967,56.678,5432424,4579.074215,24875472663.347157,65,Partly Free,27,38
Ecuador,Americas,1972,58.796,6298651,5280.99471,33263142611.13621,65,Partly Free,27,38
Ecuador,Americas,1977,61.31,7278866,6679.62326,48620082640.02316,65,Partly Free,27,38
Ecuador,Americas,1982,64.342,8365850,7213.791267,60349495671.031944,65,Partly Free,27,38
Ecuador,Americas,1987,67.231,9545158,6481.776993,61869585518.9499,65,Partly Free,27,38
Ecuador,Americas,1992,69.613,10748394,7103.702595,76353394349.88243,65,Partly Free,27,38
Ecuador,Americas,1997,72.312,11911819,7429.455877,88498333675.31027,65,Partly Free,27,38
Ecuador,Americas,2002,74.173,12921234,5773.044512,74594859031.96782,65,Partly Free,27,38
Ecuador,Americas,2007,74.994,13755680,6873.262326,94546397112.51167,65,Partly Free,27,38
Egypt,Africa,1952,41.893,22223309,1418.822445,31530929611.370506,21,Not Free,7,14
Egypt,Africa,1957,44.444,25009741,1458.915272,36487093093.66455,21,Not Free,7,14
Egypt,Africa,1962,46.992,28173309,1693.335853,47706874227.34758,21,Not Free,7,14
Egypt,Africa,1967,49.293,31681188,1814.880728,57497577541.344864,21,Not Free,7,14
Egypt,Africa,1972,51.137,34807417,2024.008147,70450495584.0263,21,Not Free,7,14
Egypt,Africa,1977,53.319,38783863,2785.493582,108032201471.66727,21,Not Free,7,14
Egypt,Africa,1982,56.006,45681811,3503.729636,160056715026.8508,21,Not Free,7,14
Egypt,Africa,1987,59.797,52799062,3885.46071,205148680925.854,21,Not Free,7,14
Egypt,Africa,1992,63.674,59402198,3794.755195,225416799454.9186,21,Not Free,7,14
Egypt,Africa,1997,67.217,66134291,4173.181797,275990419358.7009,21,Not Free,7,14
Egypt,Africa,2002,69.806,73312559,4754.604414,348572216623.03546,21,Not Free,7,14
Egypt,Africa,2007,71.338,80264543,5581.180998,447970942204.7539,21,Not Free,7,14
El Salvador,Americas,1952,45.262,2042865,3048.3029,6227271303.8085,66,Partly Free,32,34
El Salvador,Americas,1957,48.57,2355805,3421.523218,8060441504.580489,66,Partly Free,32,34
El Salvador,Americas,1962,52.307,2747687,3776.803627,10377474227.460749,66,Partly Free,32,34
El Salvador,Americas,1967,55.855,3232927,4358.595393,14091020728.10531,66,Partly Free,32,34
El Salvador,Americas,1972,58.207,3790903,4520.246008,17135814152.465225,66,Partly Free,32,34
El Salvador,Americas,1977,56.696,4282586,5138.922374,22007877013.979164,66,Partly Free,32,34
El Salvador,Americas,1982,56.604,4474873,4098.344175,18339569693.414776,66,Partly Free,32,34
El Salvador,Americas,1987,63.154,4842194,4140.442097,20048823879.44082,66,Partly Free,32,34
El Salvador,Americas,1992,66.798,5274649,4444.2317,23441762292.1733,66,Partly Free,32,34
El Salvador,Americas,1997,69.535,5783439,5154.825496,29812618811.760746,66,Partly Free,32,34
El Salvador,Americas,2002,70.734,6353681,5351.568666,34002160153.359547,66,Partly Free,32,34
El Salvador,Americas,2007,71.878,6939688,5728.353514,39752986140.86363,66,Partly Free,32,34
Equatorial Guinea,Africa,1952,34.482,216964,375.6431231,81501034.5602684,6,Not Free,0,6
Equatorial Guinea,Africa,1957,35.983,232922,426.0964081,99247227.56746821,6,Not Free,0,6
Equatorial Guinea,Africa,1962,37.485,249220,582.8419714,145255876.112308,6,Not Free,0,6
Equatorial Guinea,Africa,1967,38.987,259864,915.5960025,237930439.59366003,6,Not Free,0,6
Equatorial Guinea,Africa,1972,40.516,277603,672.4122571,186663659.8077313,6,Not Free,0,6
Equatorial Guinea,Africa,1977,42.024,192675,958.5668124,184691860.57917,6,Not Free,0,6
Equatorial Guinea,Africa,1982,43.662,285483,927.8253427,264878362.31002408,6,Not Free,0,6
Equatorial Guinea,Africa,1987,45.664,341244,966.8968149,329947736.7037356,6,Not Free,0,6
Equatorial Guinea,Africa,1992,47.545,387838,1132.055034,439053960.276492,6,Not Free,0,6
Equatorial Guinea,Africa,1997,48.245,439971,2814.480755,1238289912.258105,6,Not Free,0,6
Equatorial Guinea,Africa,2002,49.348,495627,7703.4959,3818060562.4293,6,Not Free,0,6
Equatorial Guinea,Africa,2007,51.579,551201,12154.08975,6699346424.289749,6,Not Free,0,6
Eritrea,Africa,1952,35.928,1438760,328.9405571,473266515.93319595,2,Not Free,1,1
Eritrea,Africa,1957,38.047,1542611,344.1618859,530907910.9700849,2,Not Free,1,1
Eritrea,Africa,1962,40.158,1666618,380.9958433,634974530.3689594,2,Not Free,1,1
Eritrea,Africa,1967,42.189,1820319,468.7949699,853356390.8133981,2,Not Free,1,1
Eritrea,Africa,1972,44.142,2260187,514.3242082,1162468889.1589334,2,Not Free,1,1
Eritrea,Africa,1977,44.535,2512642,505.7538077,1270778258.8869433,2,Not Free,1,1
Eritrea,Africa,1982,43.89,2637297,524.8758493,1384253502.731342,2,Not Free,1,1
Eritrea,Africa,1987,46.453,2915959,521.1341333,1519605766.2033348,2,Not Free,1,1
Eritrea,Africa,1992,49.991,3668440,582.8585102,2138181473.1580877,2,Not Free,1,1
Eritrea,Africa,1997,53.378,4058319,913.47079,3707155863.00201,2,Not Free,1,1
Eritrea,Africa,2002,55.24,4414865,765.3500015,3378916934.3722973,2,Not Free,1,1
Eritrea,Africa,2007,58.04,4906585,641.3695236,3146934083.952906,2,Not Free,1,1
Ethiopia,Africa,1952,34.078,20860941,362.1462796,7554712172.1051035,24,Not Free,10,14
Ethiopia,Africa,1957,36.667,22815614,378.9041632,8644931130.564205,24,Not Free,10,14
Ethiopia,Africa,1962,40.059,25145372,419.4564161,10547387620.62129,24,Not Free,10,14
Ethiopia,Africa,1967,42.115,27860297,516.1186438,14379218703.505207,24,Not Free,10,14
Ethiopia,Africa,1972,43.515,30770372,566.2439442,17423536805.781242,24,Not Free,10,14
Ethiopia,Africa,1977,44.51,34617799,556.8083834,19275480698.056137,24,Not Free,10,14
Ethiopia,Africa,1982,44.916,38111756,577.8607471,22023287795.452908,24,Not Free,10,14
Ethiopia,Africa,1987,46.684,42999530,573.7413142,24670606852.182327,24,Not Free,10,14
Ethiopia,Africa,1992,48.091,52088559,421.3534653,21947694837.133503,24,Not Free,10,14
Ethiopia,Africa,1997,49.402,59861301,515.8894013,30881810733.929092,24,Not Free,10,14
Ethiopia,Africa,2002,50.725,67946797,530.0535319,36015439731.14233,24,Not Free,10,14
Ethiopia,Africa,2007,52.947,76511887,690.8055759,52854838162.23072,24,Not Free,10,14
Finland,Europe,1952,66.55,4090500,6424.519071,26279495259.9255,100,Free,40,60
Finland,Europe,1957,67.49,4324000,7545.415386,32626376129.064,100,Free,40,60
Finland,Europe,1962,68.75,4491443,9371.842561,42093096667.70552,100,Free,40,60
Finland,Europe,1967,69.83,4605744,10921.63626,50302260674.67744,100,Free,40,60
Finland,Europe,1972,70.87,4639657,14358.8759,66620259081.5663,100,Free,40,60
Finland,Europe,1977,72.52,4738902,15605.42283,73952569459.93266,100,Free,40,60
Finland,Europe,1982,74.55,4826933,18533.15761,89458310061.91013,100,Free,40,60
Finland,Europe,1987,74.83,4931729,21141.01223,104261743104.04567,100,Free,40,60
Finland,Europe,1992,75.7,5041039,20647.16499,104083163954.02461,100,Free,40,60
Finland,Europe,1997,77.13,5134406,23723.9502,121808392250.58119,100,Free,40,60
Finland,Europe,2002,78.37,5193039,28204.59057,146467538809.04224,100,Free,40,60
Finland,Europe,2007,79.313,5238460,33207.0844,173953983346.024,100,Free,40,60
France,Europe,1952,67.41,42459667,7029.809327,298483363097.9141,90,Free,38,52
France,Europe,1957,68.93,44310863,8662.834898,383857690356.8969,90,Free,38,52
France,Europe,1962,70.51,47124000,10560.48553,497652320115.72,90,Free,38,52
France,Europe,1967,71.55,49569000,12999.91766,644392918488.5399,90,Free,38,52
France,Europe,1972,72.38,51732000,16107.19171,833257241541.72,90,Free,38,52
France,Europe,1977,73.83,53165019,18292.63514,972528294778.1676,90,Free,38,52
France,Europe,1982,74.89,54433565,20293.89746,1104669186492.2449,90,Free,38,52
France,Europe,1987,76.34,55630100,22066.44214,1227558382892.414,90,Free,38,52
France,Europe,1992,77.46,57374179,24703.79615,1417360022289.6108,90,Free,38,52
France,Europe,1997,78.64,58623428,25889.78487,1517747939261.9343,90,Free,38,52
France,Europe,2002,79.59,59925035,28926.03234,1733393500385.632,90,Free,38,52
France,Europe,2007,80.657,61083916,30470.0167,1861227940621.3972,90,Free,38,52
Gabon,Africa,1952,37.003,420702,4293.476475,1806274139.9854503,22,Not Free,3,19
Gabon,Africa,1957,38.999,434904,4976.198099,2164168458.047496,22,Not Free,3,19
Gabon,Africa,1962,40.489,455661,6631.459222,3021697340.5557423,22,Not Free,3,19
Gabon,Africa,1967,44.598,489004,8358.761987,4087468046.690948,22,Not Free,3,19
Gabon,Africa,1972,48.69,537977,11401.94841,6133985999.76657,22,Not Free,3,19
Gabon,Africa,1977,52.79,706367,21745.57328,15360355361.073761,22,Not Free,3,19
Gabon,Africa,1982,56.564,753874,15113.36194,11393570619.155561,22,Not Free,3,19
Gabon,Africa,1987,60.19,880397,11864.40844,10445389597.35068,22,Not Free,3,19
Gabon,Africa,1992,61.366,985739,13522.15752,13329318031.60728,22,Not Free,3,19
Gabon,Africa,1997,60.461,1126189,14722.84188,16580702573.99532,22,Not Free,3,19
Gabon,Africa,2002,56.761,1299304,12521.71392,16269512983.111681,22,Not Free,3,19
Gabon,Africa,2007,56.735,1454867,13206.48452,19213678514.15884,22,Not Free,3,19
Gambia,Africa,1952,30,284320,485.2306591,137960780.995312,NA,NA,NA,NA
Gambia,Africa,1957,32.065,323150,520.9267111,168337466.691965,NA,NA,NA,NA
Gambia,Africa,1962,33.896,374020,599.650276,224281196.22952,NA,NA,NA,NA
Gambia,Africa,1967,35.857,439593,734.7829124,323005424.8106532,NA,NA,NA,NA
Gambia,Africa,1972,38.308,517101,756.0868363,390973259.13756627,NA,NA,NA,NA
Gambia,Africa,1977,41.842,608274,884.7552507,538173615.3642918,NA,NA,NA,NA
Gambia,Africa,1982,45.58,715523,835.8096108,598041000.1484483,NA,NA,NA,NA
Gambia,Africa,1987,49.265,848406,611.6588611,518935047.7104066,NA,NA,NA,NA
Gambia,Africa,1992,52.644,1025384,665.6244126,682520622.6894385,NA,NA,NA,NA
Gambia,Africa,1997,55.861,1235767,653.7301704,807858171.4846969,NA,NA,NA,NA
Gambia,Africa,2002,58.041,1457766,660.5855997,962979227.3322701,NA,NA,NA,NA
Gambia,Africa,2007,59.448,1688359,752.7497265,1270911775.4838135,NA,NA,NA,NA
Germany,Europe,1952,67.5,69145952,7144.114393,493986590900.88715,94,Free,39,55
Germany,Europe,1957,69.1,71019069,10187.82665,723529963816.3889,94,Free,39,55
Germany,Europe,1962,70.3,73739117,12902.46291,951416222108.6505,94,Free,39,55
Germany,Europe,1967,70.8,76368453,14745.62561,1126100616352.8813,94,Free,39,55
Germany,Europe,1972,71,78717088,18016.18027,1418181247737.4539,94,Free,39,55
Germany,Europe,1977,72.5,78160773,20512.92123,1603305779824.911,94,Free,39,55
Germany,Europe,1982,73.8,78335266,22031.53274,1725845977575.6086,94,Free,39,55
Germany,Europe,1987,74.847,77718298,24639.18566,1914915573601.2065,94,Free,39,55
Germany,Europe,1992,76.07,80597764,26505.30317,2136268169644.1118,94,Free,39,55
Germany,Europe,1997,77.34,82011073,27788.88416,2278996207434.3037,94,Free,39,55
Germany,Europe,2002,78.67,82350671,30035.80198,2473468447076.1284,94,Free,39,55
Germany,Europe,2007,79.406,82400996,32170.37442,2650870893900.9224,94,Free,39,55
Ghana,Africa,1952,43.149,5581001,911.2989371,5085960279.254037,82,Free,35,47
Ghana,Africa,1957,44.779,6391288,1043.561537,6669702328.689656,82,Free,35,47
Ghana,Africa,1962,46.452,7355248,1190.041118,8753047553.087265,82,Free,35,47
Ghana,Africa,1967,48.072,8490213,1125.69716,9557408661.895079,82,Free,35,47
Ghana,Africa,1972,49.875,9354120,1178.223708,11021245951.47696,82,Free,35,47
Ghana,Africa,1977,51.756,10538093,993.2239571,10466686429.74781,82,Free,35,47
Ghana,Africa,1982,53.744,11400338,876.032569,9987067385.608322,82,Free,35,47
Ghana,Africa,1987,55.729,14168101,847.0061135,12000468163.685463,82,Free,35,47
Ghana,Africa,1992,57.501,16278738,925.060154,15058811881.205652,82,Free,35,47
Ghana,Africa,1997,58.556,18418288,1005.245812,18514906876.209854,82,Free,35,47
Ghana,Africa,2002,58.453,20550751,1111.984578,22852118178.31808,82,Free,35,47
Ghana,Africa,2007,60.022,22873338,1327.60891,30366847330.241577,82,Free,35,47
Greece,Europe,1952,65.86,7733250,3530.690067,27303708960.62775,88,Free,37,51
Greece,Europe,1957,67.86,8096218,4916.299889,39803435654.7198,88,Free,37,51
Greece,Europe,1962,69.51,8448233,6017.190733,50834629317.82479,88,Free,37,51
Greece,Europe,1967,71,8716441,8513.097016,74203907867.24005,88,Free,37,51
Greece,Europe,1972,72.34,8888628,12724.82957,113106276411.12996,88,Free,37,51
Greece,Europe,1977,73.68,9308479,14195.52428,132138739654.37012,88,Free,37,51
Greece,Europe,1982,75.24,9786480,15268.42089,149424095671.5672,88,Free,37,51
Greece,Europe,1987,76.67,9974490,16120.52839,160794049220.7711,88,Free,37,51
Greece,Europe,1992,77.03,10325429,17541.49634,181123475012.42987,88,Free,37,51
Greece,Europe,1997,77.869,10502372,18747.69814,196895300009.9881,88,Free,37,51
Greece,Europe,2002,78.256,10603863,22514.2548,238738073446.2924,88,Free,37,51
Greece,Europe,2007,79.483,10706290,27538.41188,294834223726.7252,88,Free,37,51
Guatemala,Americas,1952,42.023,3146381,2428.237769,7640161179.863989,52,Partly Free,21,31
Guatemala,Americas,1957,44.142,3640876,2617.155967,9528740348.507093,52,Partly Free,21,31
Guatemala,Americas,1962,46.954,4208858,2750.364446,11575893401.462667,52,Partly Free,21,31
Guatemala,Americas,1967,50.016,4690773,3242.531147,15209977556.006632,52,Partly Free,21,31
Guatemala,Americas,1972,53.738,5149581,4031.408271,20760063435.58445,52,Partly Free,21,31
Guatemala,Americas,1977,56.029,5703430,4879.992748,27832697038.72564,52,Partly Free,21,31
Guatemala,Americas,1982,58.137,6395630,4820.49479,30830101093.7677,52,Partly Free,21,31
Guatemala,Americas,1987,60.782,7326406,4246.485974,31111480318.829445,52,Partly Free,21,31
Guatemala,Americas,1992,63.373,8486949,4439.45084,37677392867.087166,52,Partly Free,21,31
Guatemala,Americas,1997,66.322,9803875,4684.313807,45924427024.60213,52,Partly Free,21,31
Guatemala,Americas,2002,68.978,11178650,4858.347495,54309766224.98175,52,Partly Free,21,31
Guatemala,Americas,2007,70.259,12572928,5186.050003,65203833292.11879,52,Partly Free,21,31
Guinea,Africa,1952,33.609,2664249,510.1964923,1359290494.4137826,40,Partly Free,15,25
